source,target
None of your business.,وأنت مالك؟
Bye.,مع السلامة.
"For example, he missed his exam last week while playing in the toilets. ",الاسبوع اللي فات، فوت امتحان علشان كان بيلعب جيم في الحمام.
Then he asked for a rerun because he had one life left.,وبعدين راح للمدرس طلب منه يعيدهوله علشان لسه عنده one life left
"You know I'm a psychiatrist, right?",طيب، يعني زي ما حضرتك عارفة، أنا بشتغل psychiatrist
I think you're exaggerating.,وشايف إن حضرتك بتبالغي شوية
"In fact, his mother and I broke up recently.",الحقيقة إن أنا ووالدته انفصلنا قريب.
"The kids don't know yet, but being away from home has affected the kids. ",احنا لسه طبعا ماقولناش للولاد، بس عدم تواجدي في البيت ده مأثر عليهم بشكل كبير
Salim is just a sensitive boy.,وسليم طفل حساس مش أكتر
I had my doubts. ,أنا كنت شاكة
But this is old news.,بس عموما يا جماعة ده كلام قديم جدا
Married people are the minority.,يعني المتجوزين دلوقتي minority
A third of my class come from consciously uncoupled homes and are doing great.,تلت تربع الفصل عندي جايين من بيوت consciously uncopupled وناجحين جدا
They all know this term except for me.,ما شاء الله كله عارفها إلا أنا دي
"Yes, you can't deny that the father's presence in his son's life, especially at a critical age like Salim's, is very important. ",أيوة يا مدام كاميليا بس يعني ماتنكريش إن وجود الأب بشكل يومي في حياة ابنه، خاصة في سن حرج زي سن سليم، لا مهم طبعا، ماتنكريش
Help me out here. ,ساعديني يا ولية. 
We're both women.,احنا ولايا زي بعض.
You can't deny that.,ها، ماتنكريش.
"I'm sorry. These are family matters, and we don't interfere.",لا يا جماعة، أنا آسفة جدا، بس دي أمور عائلية المدرسة مابتدخلش فيها
But I advise you to watch Selim,بس عموما أنصحكم بشدة إن أنتم تركزوا مع سليم
Do you know a professional who can help with this?,وأكيد أنت يا دكتور تعرف متخصصين في المجال ده يساعدونا
"Yes, of course. ",اه أكيد
Of course.,أكيد
"Thank you, guys.",شكرا ليكم جدا يا جماعة
I have meetings all day.,حقيقي عندي النهاردة مواعيد كتير
Thanks,متشكرين
Thanks,شكرا
Bye,مع السلامة
"Let that busy kid in, please.",أيوة، هاتي لي بقا اللي بيزن ده لو سمحتي
What shall we do?,طيب، هنعمل إيه بقا؟
Nothing.,ولا حاجة
She's overreacting.,هي مكبرة الموضوع زيادة عن اللزوم على فكرة
Let's send the boy to Sherif for a professional opinion.,بس ممكن أبقى أكلم شريف والولد يروح له مرة أو مرتين كده علشان نطمن
What's wrong with you? How can you be so indifferent?,أنت إيه؟ إيه البرود اللي أنت فيه ده يا هشام؟ إيه ده؟
Didn't you hear what's happening to him because you're away?,أنت مش لسه سامع أبنك حصل له إيه بسبب غيابك عن البيت؟
"And Nadia, when she found out ",ويا حبيبتي لسه نادية بعد ما عرفت اللي 
She knows?,نادية عرفت؟
She guessed it on her own.,نادية حست لوحدها.
I confirmed. ,وأنا قولت لها. 
I'm not gonna lie to her. ,مش هكدب على بنتي.
You're not gonna lie to her?,مش هتكدبي على بنتك، هه؟
No.,اه
Didn't we agree?,احنا مش متفقين؟
That we'd tell them together?,مش اتفقنا ان احنا نقولهم مع بعض؟
Did I agree?,أنا اتفقت؟
"I agreed to nothing, Hisham.",لا، أنا متفقتش على حاجة يا هشام.
You decided ,أنت اللي قررت لوحدك.
Like how you divorced me.,زي ما أنت طلقتني لوحدك.
You should've thought about them before making that decision.,كان لازم بقى تفكر في العيال قبل ما تاخد القرار العظيم ده.
Divorce is not just about us two.,الطلاق مش بس راجل وست
I don't think of the kids? Me?,أنا مبفكرش في عيالي؟
Yes,أيوه
Me?,أنا؟
Yes. ,ايوه
"I work all day, and I don't follow them. ",طب أنا ببقى مشغول طول النهار معرفش تفاصيلهم. 
You're at home doing what?,أنت قاعدة معاهم بتعملي إيه؟
Planning the perfect scenario for everything.,بترسمي السيناريو المثالي لكل حاجة.
"When someone doesn't play by your rules, you blame everybody else but yourself.",ولو حد خالف توقعاتك أو خرج برة النص، تلومي كل الناس ماعدا نفسك، صح؟
You're toxic.,أنت شخصية toxic
"You say I'm toxic, and you walk away.",أيوه قول toxic وسيبني كده يا هشام.
That's what you're good at. ,قولها وسيبني كده ما أنت مش جديد عليك
It's so typical of you to jump ship when it's sinking.,مش جديد عليك إن انت تنط من المركب لما تغرق
"But unlike you, I move on. I keep going.",بس أنا بعمل إيه؟ 
"I keep going, Hisham.",أنا بكمل يا هشام، بكمل.
"Hear me well. I'll make you pay for what you did, you'll see. ",وبقولهالك أهو لو مادفعتش تمن الغلطة اللي غلطتها، مابقاش أنا.
What?,إيه؟
"Hi, Dr. Marwan.",دكتور مروان، أهلا وسهلا.
"Zeina, are you going with Daddy or with us?",زينة، هتروحي مع بابا ولا معانا؟
With us. ,معانا. 
Where are Nadia and Salim?,يالا. فين نادية وسليم؟
"Bye, Doc.",مع السلامة يا دكتور.
Hey! ,إيه؟ نعم؟ 
What are you looking at?,بتبصوا على إيه؟
You didn't know?,إيه؟ مسمعتوش؟ 
Of course you did. ,ما أنتم أكيد سمعتوا.
"Yes, I'm divorced. ",أيوة، أنا اتطلقت.
Poor Ola. She got a divorce.,علا اتطلقت. يا حرام.
It's unbelievable.,علا اتطلقت. مش معقول.
"Of course, you're better.",أنتم طبعا أشطر مني.
Bravo,أنتم برافو.
"You're cheated on, but you don't get dumped.",أنتم بتتخانوا اه، بس ماتتسابوش.
"But I got a divorce, and I don't know why.",بس أنا اتطلقت. اتسابت. ليه؟ ماعرفش.
I still don't know why.,لحد النهاردة أنا معرفش.
Are you filming or typing?,أنت بتصوري ولا بتكتبي؟
Are you posting on the WhatsApp group that you kicked me out of?,ولا بتبعتي ماسج على جروب الواتساب البرايفت اللي طلعتوني منه وفاكريني مش واخدة بالي
Don't stop.,كملي، كملي
I gave you enough material for two years. ,اديني اديتكوا ماتيريال سنتين قدام.
What does that mean?,يعني إيه؟
It needs grumpy or something like that. ,يعني، نكدية. حاجة زي نكدية كده
He's right.,بصي، هو عنده حق.
"You're grumpy, Ola.",انت فعلا نكدية يا علا
And I got it from whom?,يعني هكون طالعة لمين؟
Not from me.,مش ليا.
"Still, he had no right to say it in public.",ماشي، بس برضو مكنش ينفع يقول كده قدام الناس.
You're right. ,في دي عندك حق.
You know what?,بس أقولك على حاجة؟
Let him unwind. ,سيبيه يفش غله.
He's like your father. ,على فكرة أبوكي كان كده
"He bottles everything inside, loses it, unwinds, and comes back. ",يكتم، يكتم، وفجأة يطلع الطلعة، يفضي ويرجع
Hisham isn't coming back. ,بس هشام مش راجع يا ماما.
He isn't. ,مش راجع.
Do you know what's bothering me?,أنت عارفة أكتر حاجة مضايقاني إيه؟
He's right about some things. ,إن في حاجات هو عنده حق فيها.
How did I let that happen?,أنا إزاي مخدتش بالي من اللي بيحصل في بيتي.
Where was I?,أنا كنت فين؟
I barely have enough energy to take care of Salim.,خلاص أنا اللي فيا دلوقتي يدوبك يقضي عشان أركز مع سليم
I'm sorry about today. ,أنا آسف يا علا على اللي حصل النهاردة.
I shouldn't have said that.,مكنش مفروض أقول اللي قولته ده خالص.
"Nadia is old enough to understand, but Salim is in a tough spot.",نادية ممكن تكون كبيرة وممكن تتفهم بس سليم يا علا وضعه صعب جدا
"Please, don't tell him anything until we're together. ",أرجوكي أرجوكي ماتقوليلهوش أي حاجة غير لما نكون مع بعض.
I hope you didn't tell him.,اتمنى ماتكونيش قولتي له أصلا.
"Let's meet this Friday, and I'll tell him.",إن شاء الله، احنا ممكن نتقابل يوم الجمعة كلنا وأنا هقوله.
I'm sorry again.,وأسف مرة تانية.
Don't be mad.,ماتزعليش مني.
You're a star now after what you did today. ,أنت بقيتي ستار باللي عملتيه النهاردة ده يا مامي.
I'm glad you're mad at your crazy mother. ,طيب كويس ان انت مش زعلانة من مامتك المجنونة.
Mad?,زعلانة إيه.
I'm proud.,ده أنا فخورة.
Do you know what we call them?,أنت عارفة احنا مسمين الشلة دي إيه؟
The mummies group,الmummies جروب
Mummies because of their Botox fixes. ,المومياوات، اتحنطوا من كتر البوتكس.
"Mommies, mummies. Nice pun.",حلوة، ملعوبة.
It's true.,بس صح.
He was wrong.,لا، بس هو اللي غلطان.
He shouldn't have talked to you like that.,مكنش المفروض يكلمك بالطريقة دي.
I'm on your side.,أنا في صفك.
"It's not a war, Nadia.",هي مش حرب يا نادية.
You shouldn't take sides. ,مش مطلوب منك إن أنتي تبقي في صف حد فينا.
Understood?,سامعة؟
You want to take my side?,عايزة تبقي في صفي بجد؟
Check on your brother.,روحي شوفي أخوكي.
I told him the bundle expired so he wouldn't flip out.,أنا قايلاله إن الباقة خلصت علشان مايتجننش
"Check on me if I'm gone too long, okay?",ابقي اتطمني عليا لو اتأخرت، ماشي؟
Can't promise.,مش أكيد.
Let's see what the other mummy did. ,طب أما نشوف بقا الموميا التانية عملت إيه.
The Mona Lisa.,الموناليزا
That's a block.,لا ده كده بلوك.
She blocked me.,عملت لي بلوك.
"You blocked me, Nazly?",بلوك يا ناظلي؟
The dog.,يا ابن الكلب.
He switched to divorced.,ده قلب divorced
"Already, Hisham?",لحقت يا هشام؟
"How could you, Hisham?s",جالك قلب يا هشام؟
What's with the red hearts?,وايه كم القلوب الحمرا دي؟
Look at these cheeky comments. You dog!,إيه كم التعليقات الممحونة دي يا ابن الكلب؟
